created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2026-07-05T12:45:27-05:00,55,21.300002,61.2,0,0,0,,,,
2026-07-05T12:46:01-05:00,56,21.300002,61.3,0,0,0,,,,
2026-07-05T12:46:35-05:00,57,21.300002,61.2,0,0,0,,,,
2026-07-05T12:47:09-05:00,58,21.300002,61.100004,0,0,0,,,,
2026-07-05T12:47:44-05:00,59,21.300002,60.9,0,0,0,,,,
2026-07-05T12:48:18-05:00,60,21.300002,60.8,0,0,0,,,,
2026-07-05T12:48:52-05:00,61,21.4,61.0,0,0,0,,,,
2026-07-05T12:49:27-05:00,62,21.300002,61.0,0,0,0,,,,
2026-07-05T12:50:03-05:00,63,21.300002,61.2,0,0,0,,,,
2026-07-05T12:50:37-05:00,64,21.4,61.100004,0,0,0,,,,
2026-07-05T12:51:11-05:00,65,21.4,61.2,0,0,0,,,,
2026-07-05T12:51:44-05:00,66,21.300002,60.9,0,0,0,,,,
2026-07-05T12:52:17-05:00,67,21.300002,60.9,0,0,0,,,,
2026-07-05T12:52:52-05:00,68,21.2,61.2,0,0,0,,,,
2026-07-05T12:53:26-05:00,69,21.300002,61.100004,0,0,0,,,,
2026-07-05T12:54:03-05:00,70,21.300002,61.5,0,0,0,,,,
2026-07-05T12:54:38-05:00,71,21.4,61.3,0,0,0,,,,
2026-07-05T12:55:12-05:00,72,21.300002,61.0,0,0,0,,,,
2026-07-05T12:55:46-05:00,73,21.4,61.100004,0,0,0,,,,
2026-07-05T12:56:20-05:00,74,21.4,60.9,0,0,0,,,,
2026-07-05T12:56:55-05:00,75,21.300002,61.100004,0,0,0,,,,
2026-07-05T12:57:29-05:00,76,21.4,61.0,0,0,0,,,,
2026-07-05T12:58:04-05:00,77,21.300002,61.0,0,0,0,,,,
2026-07-05T12:58:38-05:00,78,21.300002,60.9,0,0,0,,,,
2026-07-05T12:59:12-05:00,79,21.4,60.4,0,0,0,,,,
2026-07-05T12:59:47-05:00,80,21.4,60.7,0,0,0,,,,
2026-07-05T13:00:45-05:00,81,21.4,60.7,0,0,0,,,,
2026-07-05T13:01:22-05:00,82,21.300002,60.600004,0,0,0,,,,
2026-07-05T13:01:59-05:00,83,21.4,60.7,0,0,0,,,,
2026-07-05T13:02:33-05:00,84,21.4,60.600004,0,0,0,,,,
2026-07-05T13:03:07-05:00,85,21.4,60.2,0,0,0,,,,
2026-07-05T13:03:41-05:00,86,21.4,60.600004,0,0,0,,,,
2026-07-05T13:04:16-05:00,87,21.4,60.8,0,0,0,,,,
2026-07-05T13:04:50-05:00,88,21.4,60.4,0,0,0,,,,
2026-07-05T13:05:24-05:00,89,21.4,60.3,0,0,0,,,,
2026-07-05T13:05:58-05:00,90,21.4,60.3,0,0,0,,,,
2026-07-05T13:06:32-05:00,91,21.300002,60.3,0,0,0,,,,
2026-07-05T13:07:06-05:00,92,21.4,59.9,0,0,0,,,,
2026-07-05T13:07:43-05:00,93,21.300002,60.5,0,0,0,,,,
2026-07-05T13:08:17-05:00,94,21.4,60.3,0,0,0,,,,
2026-07-05T13:08:50-05:00,95,21.4,60.4,0,0,0,,,,
2026-07-05T13:09:24-05:00,96,21.4,60.4,0,0,0,,,,
2026-07-05T13:09:59-05:00,97,21.4,60.4,0,0,0,,,,
2026-07-05T13:10:33-05:00,98,21.4,60.3,0,0,0,,,,
2026-07-05T13:11:09-05:00,99,21.4,60.100004,0,0,0,,,,
2026-07-05T13:11:43-05:00,100,21.300002,60.100004,0,0,0,,,,
2026-07-05T13:12:17-05:00,101,21.4,60.2,0,0,0,,,,
2026-07-05T13:12:52-05:00,102,21.4,60.2,0,0,0,,,,
2026-07-05T13:13:14-05:00,103,,,1,0,1,,,,
2026-07-05T13:14:02-05:00,104,21.6,59.5,1,0,1,,,,
2026-07-05T13:14:32-05:00,105,,,1,0,0,,,,
2026-07-05T13:15:13-05:00,106,21.6,59.5,0,0,0,,,,
2026-07-05T13:15:47-05:00,107,21.5,59.5,0,0,0,,,,
2026-07-05T13:16:23-05:00,108,21.5,59.8,0,0,0,,,,
2026-07-05T13:16:58-05:00,109,21.5,59.600004,0,0,0,,,,
2026-07-05T13:17:33-05:00,110,21.5,59.7,0,0,0,,,,
2026-07-05T13:18:07-05:00,111,21.5,59.7,0,0,0,,,,
2026-07-05T13:18:41-05:00,112,21.5,59.600004,0,0,0,,,,
2026-07-05T13:19:17-05:00,113,21.5,60.0,0,0,0,,,,
2026-07-05T13:19:51-05:00,114,21.5,59.600004,0,0,0,,,,
2026-07-05T13:20:26-05:00,115,21.5,59.600004,0,0,0,,,,
2026-07-05T13:21:00-05:00,116,21.5,59.9,0,0,0,,,,
2026-07-05T13:21:37-05:00,117,21.5,59.600004,0,0,0,,,,
2026-07-05T13:22:11-05:00,118,21.5,59.5,0,0,0,,,,
2026-07-05T13:22:46-05:00,119,21.5,59.8,0,0,0,,,,
2026-07-05T13:23:21-05:00,120,21.6,59.7,0,0,0,,,,
2026-07-05T13:23:55-05:00,121,21.5,60.100004,0,0,0,,,,
2026-07-05T13:24:29-05:00,122,21.6,59.3,0,0,0,,,,
2026-07-05T13:25:03-05:00,123,21.5,59.4,0,0,0,,,,
2026-07-05T13:25:44-05:00,124,21.6,59.3,0,0,0,,,,
2026-07-05T13:26:22-05:00,125,21.5,59.8,0,0,0,,,,
2026-07-05T13:26:58-05:00,126,21.5,59.600004,0,0,0,,,,
2026-07-05T13:27:35-05:00,127,21.5,59.8,0,0,0,,,,
2026-07-05T13:28:14-05:00,128,21.5,59.7,0,0,0,,,,
2026-07-05T13:28:37-05:00,129,,,0,1,0,,,,
2026-07-05T13:28:53-05:00,130,21.5,59.4,1,1,0,,,,
2026-07-05T13:29:09-05:00,131,,,0,0,0,,,,
2026-07-05T13:29:29-05:00,132,21.6,59.2,0,0,0,,,,
2026-07-05T13:30:09-05:00,133,21.7,59.2,0,0,0,,,,
2026-07-05T13:30:45-05:00,134,21.6,59.5,0,0,0,,,,
2026-07-05T13:31:24-05:00,135,21.6,59.3,0,0,0,,,,
2026-07-05T13:32:02-05:00,136,21.5,59.3,0,0,0,,,,
2026-07-05T13:32:39-05:00,137,21.5,59.9,0,0,0,,,,
2026-07-05T13:33:17-05:00,138,21.5,59.5,0,0,0,,,,
2026-07-05T13:33:54-05:00,139,21.5,59.600004,0,0,0,,,,
2026-07-05T13:34:31-05:00,140,21.6,59.600004,0,0,0,,,,
2026-07-05T13:35:08-05:00,141,21.6,59.3,0,0,0,,,,
2026-07-05T13:35:45-05:00,142,21.6,59.2,0,0,0,,,,
2026-07-05T13:36:24-05:00,143,21.5,59.4,0,0,0,,,,
2026-07-05T13:37:01-05:00,144,21.6,59.7,0,0,0,,,,
2026-07-05T13:37:39-05:00,145,21.5,59.5,0,0,0,,,,
2026-07-05T13:38:15-05:00,146,21.6,59.9,0,0,0,,,,
2026-07-05T13:38:54-05:00,147,21.6,59.5,0,0,0,,,,
2026-07-05T13:39:33-05:00,148,21.6,59.4,0,0,0,,,,
2026-07-05T13:40:11-05:00,149,21.6,59.5,0,0,0,,,,
2026-07-05T13:40:49-05:00,150,21.7,59.2,0,0,0,,,,
2026-07-05T13:41:19-05:00,151,21.5,59.3,0,0,0,,,,
2026-07-05T13:41:56-05:00,152,21.5,59.5,0,0,0,,,,
2026-07-05T13:42:34-05:00,153,21.6,59.3,0,0,0,,,,
2026-07-05T13:43:11-05:00,154,21.6,59.4,0,0,0,,,,
2026-07-05T13:43:50-05:00,155,21.6,59.4,0,0,0,,,,
2026-07-05T13:44:27-05:00,156,21.6,59.5,0,0,0,,,,
2026-07-05T13:45:05-05:00,157,21.6,59.7,0,0,0,,,,
2026-07-05T13:45:46-05:00,158,21.6,59.4,0,0,0,,,,
2026-07-05T13:46:24-05:00,159,21.6,59.4,0,0,0,,,,
2026-07-05T13:47:02-05:00,160,21.6,59.5,0,0,0,,,,
2026-07-05T13:47:40-05:00,161,21.5,60.0,0,0,0,,,,
2026-07-05T13:48:19-05:00,162,21.6,59.8,0,0,0,,,,
2026-07-05T13:48:56-05:00,163,21.6,59.4,0,0,0,,,,
2026-07-05T13:49:38-05:00,164,21.6,59.7,0,0,0,,,,
2026-07-05T13:50:18-05:00,165,21.6,59.3,0,0,0,,,,
2026-07-05T13:50:54-05:00,166,21.6,59.600004,0,0,0,,,,
2026-07-05T13:51:30-05:00,167,21.7,59.2,0,0,0,,,,
2026-07-05T13:52:09-05:00,168,21.6,59.7,0,0,0,,,,
2026-07-05T13:52:50-05:00,169,21.6,59.600004,0,0,0,,,,
2026-07-05T13:53:29-05:00,170,21.7,59.7,0,0,0,,,,
2026-07-05T13:54:09-05:00,171,21.7,59.3,0,0,0,,,,
2026-07-05T13:54:46-05:00,172,21.6,59.2,0,0,0,,,,
2026-07-05T13:55:29-05:00,173,21.6,59.0,0,0,0,,,,
2026-07-05T13:56:04-05:00,174,21.7,59.2,0,0,0,,,,
2026-07-05T13:56:44-05:00,175,21.6,59.7,0,0,0,,,,
2026-07-05T13:57:25-05:00,176,21.6,58.9,0,0,0,,,,
2026-07-05T13:58:03-05:00,177,21.7,59.0,0,0,0,,,,
2026-07-05T13:58:40-05:00,178,21.7,59.100004,0,0,0,,,,
2026-07-05T13:59:15-05:00,179,21.6,59.100004,0,0,0,,,,
2026-07-05T13:59:52-05:00,180,21.6,59.100004,0,0,0,,,,
2026-07-05T14:00:29-05:00,181,21.7,59.3,0,0,0,,,,
2026-07-05T14:01:12-05:00,182,21.7,58.7,0,0,0,,,,
2026-07-05T14:01:49-05:00,183,21.6,58.9,0,0,0,,,,
2026-07-05T14:02:25-05:00,184,21.6,58.8,0,0,0,,,,
2026-07-05T14:03:03-05:00,185,21.6,59.100004,0,0,0,,,,
2026-07-05T14:03:38-05:00,186,21.6,59.2,0,0,0,,,,
2026-07-05T14:04:23-05:00,187,21.6,59.100004,0,0,0,,,,
2026-07-05T14:04:59-05:00,188,21.6,59.5,0,0,0,,,,
2026-07-05T14:05:36-05:00,189,21.7,59.3,0,0,0,,,,
2026-07-05T14:06:13-05:00,190,21.7,59.0,0,0,0,,,,
2026-07-05T14:06:52-05:00,191,21.6,59.3,0,0,0,,,,
2026-07-05T14:07:29-05:00,192,21.6,59.100004,0,0,0,,,,
2026-07-05T14:08:07-05:00,193,21.6,59.2,0,0,0,,,,
2026-07-05T14:08:38-05:00,194,21.6,59.100004,0,0,0,,,,
2026-07-05T14:09:20-05:00,195,21.6,58.8,0,0,0,,,,
2026-07-05T14:09:58-05:00,196,21.6,59.0,0,0,0,,,,
2026-07-05T14:10:36-05:00,197,21.6,59.3,0,0,0,,,,
2026-07-05T14:11:18-05:00,198,21.6,59.5,0,0,0,,,,
2026-07-05T14:11:55-05:00,199,21.7,59.100004,0,0,0,,,,
2026-07-05T14:12:32-05:00,200,21.7,59.4,0,0,0,,,,
2026-07-05T14:13:09-05:00,201,21.7,58.9,0,0,0,,,,
2026-07-05T14:13:47-05:00,202,21.6,59.3,0,0,0,,,,
2026-07-05T14:14:24-05:00,203,21.6,58.9,0,0,0,,,,
2026-07-05T14:15:01-05:00,204,21.7,59.100004,0,0,0,,,,
2026-07-05T14:15:38-05:00,205,21.7,59.3,0,0,0,,,,
2026-07-05T14:16:14-05:00,206,21.7,59.2,0,0,0,,,,
2026-07-05T14:16:52-05:00,207,21.7,58.600004,0,0,0,,,,
2026-07-05T14:17:31-05:00,208,21.7,58.9,0,0,0,,,,
2026-07-05T14:18:09-05:00,209,21.6,59.100004,0,0,0,,,,
2026-07-05T14:18:46-05:00,210,21.7,59.0,0,0,0,,,,
2026-07-05T14:19:26-05:00,211,21.6,59.4,0,0,0,,,,
2026-07-05T14:20:01-05:00,212,21.6,59.100004,0,0,0,,,,
2026-07-05T14:20:39-05:00,213,21.7,59.4,0,0,0,,,,
2026-07-05T14:21:18-05:00,214,21.7,59.5,0,0,0,,,,
2026-07-05T14:21:55-05:00,215,21.7,59.3,0,0,0,,,,
2026-07-05T14:23:08-05:00,216,,,0,1,0,,,,
2026-07-05T14:23:32-05:00,217,,,0,1,0,,,,
2026-07-05T14:27:37-05:00,218,21.7,59.7,1,1,0,,,,
2026-07-05T14:28:39-05:00,219,21.800002,59.5,1,1,0,,,,
2026-07-05T14:29:16-05:00,220,21.9,59.7,1,1,0,,,,
2026-07-05T14:29:56-05:00,221,21.9,59.5,1,1,0,,,,
2026-07-05T14:30:33-05:00,222,22.0,59.2,1,1,0,,,,
2026-07-05T14:32:41-05:00,223,22.0,59.100004,1,1,0,,,,
2026-07-05T14:33:07-05:00,224,22.1,59.0,1,1,0,,,,
2026-07-05T14:33:52-05:00,225,22.2,59.100004,1,1,0,,,,
2026-07-05T14:34:21-05:00,226,22.1,59.100004,1,1,0,,,,
2026-07-05T14:35:00-05:00,227,22.1,59.2,1,1,0,,,,
2026-07-05T14:35:37-05:00,228,22.1,59.100004,1,1,0,,,,
2026-07-05T14:37:54-05:00,229,22.1,58.9,1,1,0,,,,
2026-07-05T14:38:24-05:00,230,22.1,59.0,1,1,0,,,,
2026-07-05T14:39:04-05:00,231,22.1,59.100004,1,1,0,,,,
2026-07-05T14:39:40-05:00,232,22.2,58.7,1,1,0,,,,
2026-07-05T14:40:18-05:00,233,22.1,58.9,1,1,0,,,,
2026-07-05T14:40:56-05:00,234,22.1,59.100004,1,1,0,,,,
2026-07-05T14:41:36-05:00,235,22.2,59.3,1,1,0,,,,
2026-07-05T14:42:14-05:00,236,22.2,59.2,1,1,0,,,,
2026-07-05T14:43:13-05:00,237,22.2,59.4,1,1,0,,,,
2026-07-05T14:43:51-05:00,238,22.1,59.4,1,1,0,,,,
2026-07-05T14:44:27-05:00,239,22.1,59.8,1,1,0,,,,
2026-07-05T14:45:08-05:00,240,22.2,59.600004,1,1,0,,,,
2026-07-05T14:45:32-05:00,241,,,1,0,0,,,,
2026-07-05T14:46:24-05:00,242,22.2,59.4,0,0,0,,,,
2026-07-05T14:46:47-05:00,243,,,0,0,1,,,,
2026-07-05T14:47:37-05:00,244,22.1,59.9,1,0,1,,,,
2026-07-05T14:48:14-05:00,245,22.0,59.600004,1,0,1,,,,
2026-07-05T14:48:51-05:00,246,22.1,59.7,1,0,1,,,,
2026-07-05T14:49:30-05:00,247,22.2,59.5,1,0,1,,,,
2026-07-05T14:50:01-05:00,248,22.1,59.5,1,0,1,,,,
2026-07-05T14:50:38-05:00,249,22.1,59.4,1,0,1,,,,
2026-07-05T14:51:18-05:00,250,22.1,59.2,1,0,1,,,,
2026-07-05T14:51:54-05:00,251,22.1,59.4,1,0,1,,,,
2026-07-05T14:52:36-05:00,252,22.1,59.100004,1,0,1,,,,
2026-07-05T14:53:15-05:00,253,22.1,59.0,1,0,1,,,,
2026-07-05T14:53:54-05:00,254,22.2,59.8,1,0,1,,,,
2026-07-05T14:54:31-05:00,255,22.2,59.5,1,0,1,,,,
2026-07-05T14:55:09-05:00,256,22.1,59.5,1,0,1,,,,
2026-07-05T14:55:47-05:00,257,22.1,59.4,1,0,1,,,,
2026-07-05T14:56:26-05:00,258,22.0,59.8,1,0,1,,,,
2026-07-05T14:57:05-05:00,259,22.1,59.600004,1,0,1,,,,
2026-07-05T14:57:44-05:00,260,22.0,59.9,1,0,1,,,,
2026-07-05T14:58:24-05:00,261,22.0,59.600004,1,0,1,,,,
2026-07-05T14:59:09-05:00,262,22.0,59.5,1,0,1,,,,
2026-07-05T14:59:47-05:00,263,22.0,59.600004,1,0,1,,,,
2026-07-05T15:00:32-05:00,264,22.1,59.7,1,0,1,,,,
2026-07-05T15:01:13-05:00,265,22.1,59.5,1,0,1,,,,
2026-07-05T15:01:50-05:00,266,22.1,59.600004,1,0,1,,,,
2026-07-05T15:02:21-05:00,267,22.1,59.4,1,0,1,,,,
2026-07-05T15:03:04-05:00,268,22.1,59.7,1,0,1,,,,
2026-07-05T15:03:46-05:00,269,22.1,59.7,1,0,1,,,,
2026-07-05T15:04:15-05:00,270,22.1,59.9,1,0,1,,,,
2026-07-05T15:04:57-05:00,271,22.0,59.4,1,0,1,,,,
2026-07-05T15:05:15-05:00,272,22.1,59.3,1,0,1,,,,
2026-07-05T15:05:55-05:00,273,22.1,59.2,1,0,1,,,,
2026-07-05T15:06:23-05:00,274,22.1,59.4,1,0,1,,,,
2026-07-05T15:06:55-05:00,275,22.1,59.600004,1,0,1,,,,
2026-07-05T15:07:26-05:00,276,22.1,59.5,1,0,1,,,,
2026-07-05T15:07:56-05:00,277,22.1,59.7,1,0,1,,,,
2026-07-05T15:08:39-05:00,278,22.1,59.8,1,0,1,,,,
2026-07-05T15:09:06-05:00,279,22.0,59.9,1,0,1,,,,
2026-07-05T15:09:40-05:00,280,22.1,59.7,1,0,1,,,,
2026-07-05T15:10:14-05:00,281,22.0,59.2,1,0,1,,,,
2026-07-05T15:10:39-05:00,282,22.1,59.4,1,0,1,,,,
2026-07-05T15:11:05-05:00,283,,,1,0,0,,,,
2026-07-05T15:11:34-05:00,284,,,1,1,0,,,,
2026-07-05T15:12:04-05:00,285,,,0,0,0,,,,
2026-07-05T15:12:39-05:00,286,21.9,59.600004,0,0,0,,,,
2026-07-05T15:13:10-05:00,287,21.800002,60.0,0,0,0,,,,
2026-07-05T15:13:39-05:00,288,21.800002,59.9,0,0,0,,,,
2026-07-05T15:14:09-05:00,289,21.800002,60.100004,0,0,0,,,,
2026-07-05T15:14:40-05:00,290,21.800002,60.2,0,0,0,,,,
2026-07-05T15:15:09-05:00,291,21.800002,60.100004,0,0,0,,,,
2026-07-05T15:15:39-05:00,292,21.800002,59.9,0,0,0,,,,
2026-07-05T15:16:10-05:00,293,21.7,60.100004,0,0,0,,,,
2026-07-05T15:16:42-05:00,294,21.800002,60.0,0,0,0,,,,
2026-07-05T15:17:10-05:00,295,21.7,60.100004,0,0,0,,,,
2026-07-05T15:17:43-05:00,296,21.7,60.2,0,0,0,,,,
2026-07-05T15:18:11-05:00,297,21.6,60.2,0,0,0,,,,
2026-07-05T15:18:41-05:00,298,21.7,60.2,0,0,0,,,,
2026-07-05T15:19:12-05:00,299,21.7,60.5,0,0,0,,,,
2026-07-05T15:19:43-05:00,300,21.7,60.2,0,0,0,,,,
2026-07-05T15:20:13-05:00,301,21.7,60.4,0,0,0,,,,
2026-07-05T15:20:46-05:00,302,21.7,60.5,0,0,0,,,,
2026-07-05T15:21:15-05:00,303,21.6,60.5,0,0,0,,,,
2026-07-05T15:21:45-05:00,304,21.7,60.600004,0,0,0,,,,
2026-07-05T15:22:14-05:00,305,21.7,60.3,0,0,0,,,,
2026-07-05T15:22:46-05:00,306,21.7,60.600004,0,0,0,,,,
2026-07-05T15:23:16-05:00,307,21.7,60.600004,0,0,0,,,,
2026-07-05T15:23:45-05:00,308,21.7,60.600004,0,0,0,,,,
2026-07-05T15:24:19-05:00,309,21.6,60.600004,0,0,0,,,,
2026-07-05T15:24:50-05:00,310,21.6,60.5,0,0,0,,,,
2026-07-05T15:25:20-05:00,311,21.6,60.4,0,0,0,,,,
2026-07-05T15:25:50-05:00,312,21.7,60.5,0,0,0,,,,
2026-07-05T15:26:21-05:00,313,21.7,60.600004,0,0,0,,,,
2026-07-05T15:26:54-05:00,314,21.800002,60.600004,0,0,0,,,,
2026-07-05T15:27:22-05:00,315,21.6,60.8,0,0,0,,,,
2026-07-05T15:27:51-05:00,316,21.7,60.5,0,0,0,,,,
2026-07-05T15:28:22-05:00,317,21.7,60.5,0,0,0,,,,
2026-07-05T15:28:51-05:00,318,21.7,60.600004,0,0,0,,,,
2026-07-05T15:29:20-05:00,319,21.7,60.600004,0,0,0,,,,
2026-07-05T15:29:58-05:00,320,21.7,60.8,0,0,0,,,,
2026-07-05T15:30:28-05:00,321,21.7,60.7,0,0,0,,,,
2026-07-05T15:30:56-05:00,322,21.7,60.7,0,0,0,,,,
2026-07-05T15:31:26-05:00,323,21.7,60.5,0,0,0,,,,
2026-07-05T15:31:57-05:00,324,21.6,60.9,0,0,0,,,,
2026-07-05T15:32:27-05:00,325,21.7,60.5,0,0,0,,,,
2026-07-05T15:32:58-05:00,326,21.7,60.5,0,0,0,,,,
2026-07-05T15:33:29-05:00,327,21.6,60.5,0,0,0,,,,
2026-07-05T15:33:58-05:00,328,21.7,60.600004,0,0,0,,,,
2026-07-05T15:34:29-05:00,329,21.7,60.5,0,0,0,,,,
2026-07-05T15:34:58-05:00,330,21.6,60.4,0,0,0,,,,
2026-07-05T15:35:28-05:00,331,21.7,60.5,0,0,0,,,,
2026-07-05T15:35:59-05:00,332,21.7,60.7,0,0,0,,,,
2026-07-05T15:36:29-05:00,333,21.7,60.5,0,0,0,,,,
2026-07-05T15:37:00-05:00,334,21.7,60.4,0,0,0,,,,
2026-07-05T15:37:30-05:00,335,21.7,60.5,0,0,0,,,,
2026-07-05T15:38:00-05:00,336,21.6,60.4,0,0,0,,,,
2026-07-05T15:38:30-05:00,337,21.7,60.5,0,0,0,,,,
2026-07-05T15:39:03-05:00,338,21.7,60.5,0,0,0,,,,
2026-07-05T15:39:38-05:00,339,21.7,60.9,0,0,0,,,,
2026-07-05T15:40:02-05:00,340,21.7,60.7,0,0,0,,,,
2026-07-05T15:40:32-05:00,341,21.6,60.5,0,0,0,,,,
2026-07-05T15:41:02-05:00,342,21.6,60.5,0,0,0,,,,
2026-07-05T15:41:33-05:00,343,21.7,60.3,0,0,0,,,,
2026-07-05T15:42:04-05:00,344,21.6,60.4,0,0,0,,,,
2026-07-05T15:42:35-05:00,345,21.7,60.4,0,0,0,,,,
2026-07-05T15:43:05-05:00,346,21.6,60.5,0,0,0,,,,
2026-07-05T15:43:35-05:00,347,21.6,60.4,0,0,0,,,,
2026-07-05T15:44:03-05:00,348,21.6,60.7,0,0,0,,,,
2026-07-05T15:44:32-05:00,349,21.7,60.5,0,0,0,,,,
2026-07-05T15:45:02-05:00,350,21.6,60.600004,0,0,0,,,,
2026-07-05T15:45:33-05:00,351,21.7,60.5,0,0,0,,,,
2026-07-05T15:46:06-05:00,352,21.7,60.7,0,0,0,,,,
2026-07-05T15:46:36-05:00,353,21.7,61.0,0,0,0,,,,
2026-07-05T15:47:06-05:00,354,21.6,60.9,0,0,0,,,,
2026-07-05T15:47:35-05:00,355,21.7,60.8,0,0,0,,,,
2026-07-05T15:48:06-05:00,356,21.7,60.600004,0,0,0,,,,
2026-07-05T15:48:36-05:00,357,21.7,60.5,0,0,0,,,,
2026-07-05T15:49:06-05:00,358,21.7,60.600004,0,0,0,,,,
2026-07-05T15:49:36-05:00,359,21.7,60.4,0,0,0,,,,
2026-07-05T15:50:07-05:00,360,21.7,60.4,0,0,0,,,,
2026-07-05T15:50:37-05:00,361,21.7,60.8,0,0,0,,,,
2026-07-05T15:51:07-05:00,362,21.6,60.2,0,0,0,,,,
2026-07-05T15:51:36-05:00,363,21.6,60.3,0,0,0,,,,
2026-07-05T15:52:07-05:00,364,21.7,60.8,0,0,0,,,,
2026-07-05T15:52:38-05:00,365,21.6,60.8,0,0,0,,,,
2026-07-05T15:53:07-05:00,366,21.7,60.8,0,0,0,,,,
2026-07-05T15:53:37-05:00,367,21.7,60.4,0,0,0,,,,
2026-07-05T15:54:08-05:00,368,21.7,60.5,0,0,0,,,,
2026-07-05T15:54:38-05:00,369,21.7,60.600004,0,0,0,,,,
2026-07-05T15:55:08-05:00,370,21.800002,60.3,0,0,0,,,,
2026-07-05T15:55:37-05:00,371,21.7,60.5,0,0,0,,,,
2026-07-05T15:56:08-05:00,372,21.7,60.5,0,0,0,,,,
2026-07-05T15:56:38-05:00,373,21.7,60.2,0,0,0,,,,
2026-07-05T15:57:10-05:00,374,21.7,60.3,0,0,0,,,,
2026-07-05T15:57:39-05:00,375,21.7,60.600004,0,0,0,,,,
